"Statistic Label","Year","Sex","County","Age Group","Cause of Death","UNIT","VALUE"
"Upper C.I for ASMR","2022","Both sexes","Co. Westmeath","All ages","Accidents","Rate","40.87"
"Upper C.I for ASMR","2022","Both sexes","Co. Wexford","0 - 64 years","Accidents","Rate","21.83"
"Upper C.I for ASMR","2022","Both sexes","Co. Wexford","0 - 74 years","Accidents","Rate","21.22"
"Upper C.I for ASMR","2022","Both sexes","Co. Wexford","65 years and over","Accidents","Rate","136.99"
"Upper C.I for ASMR","2022","Both sexes","Co. Wexford","75 years and over","Accidents","Rate","278.51"
"Upper C.I for ASMR","2022","Both sexes","Co. Wexford","All ages","Accidents","Rate","40.51"
"Upper C.I for ASMR","2022","Male","Ireland","0 - 64 years","Accidents","Rate","22.67"
"Upper C.I for ASMR","2022","Male","Ireland","0 - 74 years","Accidents","Rate","24.87"
"Upper C.I for ASMR","2022","Male","Ireland","65 years and over","Accidents","Rate","112.97"
"Upper C.I for ASMR","2022","Male","Ireland","75 years and over","Accidents","Rate","196.73"
"Upper C.I for ASMR","2022","Male","Ireland","All ages","Accidents","Rate","39.17"
"Upper C.I for ASMR","2022","Male","Co. Clare","0 - 64 years","Accidents","Rate","48.31"
"Upper C.I for ASMR","2022","Male","Co. Clare","0 - 74 years","Accidents","Rate","42.74"
"Upper C.I for ASMR","2022","Male","Co. Clare","65 years and over","Accidents","Rate","188.81"
"Upper C.I for ASMR","2022","Male","Co. Clare","75 years and over","Accidents","Rate","409.09"
"Upper C.I for ASMR","2022","Male","Co. Clare","All ages","Accidents","Rate","67.48"
"Upper C.I for ASMR","2022","Male","Co. Cork","0 - 64 years","Accidents","Rate","31.73"
"Upper C.I for ASMR","2022","Male","Co. Cork","0 - 74 years","Accidents","Rate","35.45"
"Upper C.I for ASMR","2022","Male","Co. Cork","65 years and over","Accidents","Rate","146.41"
"Upper C.I for ASMR","2022","Male","Co. Cork","75 years and over","Accidents","Rate","243.93"
"Upper C.I for ASMR","2022","Male","Co. Cork","All ages","Accidents","Rate","50.64"
"Upper C.I for ASMR","2022","Male","Co. Cavan","0 - 64 years","Accidents","Rate","52.66"
"Upper C.I for ASMR","2022","Male","Co. Cavan","0 - 74 years","Accidents","Rate","50.38"
"Upper C.I for ASMR","2022","Male","Co. Cavan","65 years and over","Accidents","Rate","177.3"
"Upper C.I for ASMR","2022","Male","Co. Cavan","75 years and over","Accidents","Rate","345.41"
"Upper C.I for ASMR","2022","Male","Co. Cavan","All ages","Accidents","Rate","67.38"
"Upper C.I for ASMR","2022","Male","Co. Carlow","0 - 64 years","Accidents","Rate","44.01"
"Upper C.I for ASMR","2022","Male","Co. Carlow","0 - 74 years","Accidents","Rate","38.93"
"Upper C.I for ASMR","2022","Male","Co. Carlow","65 years and over","Accidents","Rate","88.25"
"Upper C.I for ASMR","2022","Male","Co. Carlow","75 years and over","Accidents","Rate","191.21"
"Upper C.I for ASMR","2022","Male","Co. Carlow","All ages","Accidents","Rate","44.92"
"Upper C.I for ASMR","2022","Male","Co. Donegal","0 - 64 years","Accidents","Rate","7.42"
"Upper C.I for ASMR","2022","Male","Co. Donegal","0 - 74 years","Accidents","Rate","15.24"
"Upper C.I for ASMR","2022","Male","Co. Donegal","65 years and over","Accidents","Rate","311.09"
"Upper C.I for ASMR","2022","Male","Co. Donegal","75 years and over","Accidents","Rate","608.57"
"Upper C.I for ASMR","2022","Male","Co. Donegal","All ages","Accidents","Rate","63.48"
"Upper C.I for ASMR","2022","Male","Co. Dublin","0 - 64 years","Accidents","Rate","25.27"
"Upper C.I for ASMR","2022","Male","Co. Dublin","0 - 74 years","Accidents","Rate","24.62"
"Upper C.I for ASMR","2022","Male","Co. Dublin","65 years and over","Accidents","Rate","94.62"
"Upper C.I for ASMR","2022","Male","Co. Dublin","75 years and over","Accidents","Rate","182.54"
"Upper C.I for ASMR","2022","Male","Co. Dublin","All ages","Accidents","Rate","36.76"
"Upper C.I for ASMR","2022","Male","Co. Galway","0 - 64 years","Accidents","Rate","22.11"
"Upper C.I for ASMR","2022","Male","Co. Galway","0 - 74 years","Accidents","Rate","29.1"
"Upper C.I for ASMR","2022","Male","Co. Galway","65 years and over","Accidents","Rate","230.54"
"Upper C.I for ASMR","2022","Male","Co. Galway","75 years and over","Accidents","Rate","411.82"
"Upper C.I for ASMR","2022","Male","Co. Galway","All ages","Accidents","Rate","58.16"
"Upper C.I for ASMR","2022","Male","Co. Kildare","0 - 64 years","Accidents","Rate","18.18"
"Upper C.I for ASMR","2022","Male","Co. Kildare","0 - 74 years","Accidents","Rate","17.72"
"Upper C.I for ASMR","2022","Male","Co. Kildare","65 years and over","Accidents","Rate","115.53"
"Upper C.I for ASMR","2022","Male","Co. Kildare","75 years and over","Accidents","Rate","235.9"
"Upper C.I for ASMR","2022","Male","Co. Kildare","All ages","Accidents","Rate","32.99"
"Upper C.I for ASMR","2022","Male","Co. Kilkenny","0 - 64 years","Accidents","Rate","14.67"
"Upper C.I for ASMR","2022","Male","Co. Kilkenny","0 - 74 years","Accidents","Rate","23.25"
"Upper C.I for ASMR","2022","Male","Co. Kilkenny","65 years and over","Accidents","Rate","88.78"
"Upper C.I for ASMR","2022","Male","Co. Kilkenny","75 years and over","Accidents","Rate","82.89"
"Upper C.I for ASMR","2022","Male","Co. Kilkenny","All ages","Accidents","Rate","24.89"
"Upper C.I for ASMR","2022","Male","Co. Kerry","0 - 64 years","Accidents","Rate","43.04"
"Upper C.I for ASMR","2022","Male","Co. Kerry","0 - 74 years","Accidents","Rate","49.82"
"Upper C.I for ASMR","2022","Male","Co. Kerry","65 years and over","Accidents","Rate","191.13"
"Upper C.I for ASMR","2022","Male","Co. Kerry","75 years and over","Accidents","Rate","294"
"Upper C.I for ASMR","2022","Male","Co. Kerry","All ages","Accidents","Rate","65.18"
"Upper C.I for ASMR","2022","Male","Co. Longford","0 - 64 years","Accidents","Rate","34.87"
"Upper C.I for ASMR","2022","Male","Co. Longford","0 - 74 years","Accidents","Rate","55.88"
"Upper C.I for ASMR","2022","Male","Co. Longford","65 years and over","Accidents","Rate","227.71"
"Upper C.I for ASMR","2022","Male","Co. Longford","75 years and over","Accidents","Rate","237.18"
"Upper C.I for ASMR","2022","Male","Co. Longford","All ages","Accidents","Rate","62.11"
"Upper C.I for ASMR","2022","Male","Co. Louth","0 - 64 years","Accidents","Rate","38.31"
"Upper C.I for ASMR","2022","Male","Co. Louth","0 - 74 years","Accidents","Rate","47.44"
"Upper C.I for ASMR","2022","Male","Co. Louth","65 years and over","Accidents","Rate","140.62"
"Upper C.I for ASMR","2022","Male","Co. Louth","75 years and over","Accidents","Rate","158.72"
"Upper C.I for ASMR","2022","Male","Co. Louth","All ages","Accidents","Rate","51.85"
"Upper C.I for ASMR","2022","Male","Co. Limerick","0 - 64 years","Accidents","Rate","33.41"
"Upper C.I for ASMR","2022","Male","Co. Limerick","0 - 74 years","Accidents","Rate","35.57"
"Upper C.I for ASMR","2022","Male","Co. Limerick","65 years and over","Accidents","Rate","163.75"
"Upper C.I for ASMR","2022","Male","Co. Limerick","75 years and over","Accidents","Rate","296.29"
"Upper C.I for ASMR","2022","Male","Co. Limerick","All ages","Accidents","Rate","53.28"
"Upper C.I for ASMR","2022","Male","Co. Leitrim","0 - 64 years","Accidents","Rate","20.52"
"Upper C.I for ASMR","2022","Male","Co. Leitrim","0 - 74 years","Accidents","Rate","29.9"
"Upper C.I for ASMR","2022","Male","Co. Leitrim","65 years and over","Accidents","Rate","221.31"
"Upper C.I for ASMR","2022","Male","Co. Leitrim","75 years and over","Accidents","Rate","381.12"
"Upper C.I for ASMR","2022","Male","Co. Leitrim","All ages","Accidents","Rate","51.21"
"Upper C.I for ASMR","2022","Male","Co. Laois","0 - 64 years","Accidents","Rate","32.3"
"Upper C.I for ASMR","2022","Male","Co. Laois","0 - 74 years","Accidents","Rate","28.57"
"Upper C.I for ASMR","2022","Male","Co. Laois","65 years and over","Accidents","Rate","209.22"
"Upper C.I for ASMR","2022","Male","Co. Laois","75 years and over","Accidents","Rate","453.32"
"Upper C.I for ASMR","2022","Male","Co. Laois","All ages","Accidents","Rate","57.98"
"Upper C.I for ASMR","2022","Male","Co. Meath","0 - 64 years","Accidents","Rate","18.57"
"Upper C.I for ASMR","2022","Male","Co. Meath","0 - 74 years","Accidents","Rate","24.52"
"Upper C.I for ASMR","2022","Male","Co. Meath","65 years and over","Accidents","Rate","140.43"
"Upper C.I for ASMR","2022","Male","Co. Meath","75 years and over","Accidents","Rate","230.53"
"Upper C.I for ASMR","2022","Male","Co. Meath","All ages","Accidents","Rate","37.96"
"Upper C.I for ASMR","2022","Male","Co. Monaghan","0 - 64 years","Accidents","Rate","29.2"
"Upper C.I for ASMR","2022","Male","Co. Monaghan","0 - 74 years","Accidents","Rate","25.83"
"Upper C.I for ASMR","2022","Male","Co. Monaghan","65 years and over","Accidents","Rate","337.7"
"Upper C.I for ASMR","2022","Male","Co. Monaghan","75 years and over","Accidents","Rate","731.69"
"Upper C.I for ASMR","2022","Male","Co. Monaghan","All ages","Accidents","Rate","79.7"
"Upper C.I for ASMR","2022","Male","Co. Mayo","0 - 64 years","Accidents","Rate","40.36"
"Upper C.I for ASMR","2022","Male","Co. Mayo","0 - 74 years","Accidents","Rate","39.37"
"Upper C.I for ASMR","2022","Male","Co. Mayo","65 years and over","Accidents","Rate","116.52"
"Upper C.I for ASMR","2022","Male","Co. Mayo","75 years and over","Accidents","Rate","213.53"
"Upper C.I for ASMR","2022","Male","Co. Mayo","All ages","Accidents","Rate","49.21"
"Upper C.I for ASMR","2022","Male","Co. Offaly","0 - 64 years","Accidents","Rate","31.8"
"Upper C.I for ASMR","2022","Male","Co. Offaly","0 - 74 years","Accidents","Rate","32.94"
"Upper C.I for ASMR","2022","Male","Co. Offaly","65 years and over","Accidents","Rate","105.39"
"Upper C.I for ASMR","2022","Male","Co. Offaly","75 years and over","Accidents","Rate","176.59"
"Upper C.I for ASMR","2022","Male","Co. Offaly","All ages","Accidents","Rate","39.61"
"Upper C.I for ASMR","2022","Male","Co. Roscommon","0 - 64 years","Accidents","Rate","45.41"
"Upper C.I for ASMR","2022","Male","Co. Roscommon","0 - 74 years","Accidents","Rate","52.21"
"Upper C.I for ASMR","2022","Male","Co. Roscommon","65 years and over","Accidents","Rate","291.08"
"Upper C.I for ASMR","2022","Male","Co. Roscommon","75 years and over","Accidents","Rate","515.75"
"Upper C.I for ASMR","2022","Male","Co. Roscommon","All ages","Accidents","Rate","82.51"
"Upper C.I for ASMR","2022","Male","Co. Sligo","0 - 64 years","Accidents","Rate","64.17"
"Upper C.I for ASMR","2022","Male","Co. Sligo","0 - 74 years","Accidents","Rate","69.09"
"Upper C.I for ASMR","2022","Male","Co. Sligo","65 years and over","Accidents","Rate","123.68"
"Upper C.I for ASMR","2022","Male","Co. Sligo","75 years and over","Accidents","Rate","109.81"
"Upper C.I for ASMR","2022","Male","Co. Sligo","All ages","Accidents","Rate","67.15"
"Upper C.I for ASMR","2022","Male","Co. Tipperary","0 - 64 years","Accidents","Rate","43.59"
"Upper C.I for ASMR","2022","Male","Co. Tipperary","0 - 74 years","Accidents","Rate","46.8"
"Upper C.I for ASMR","2022","Male","Co. Tipperary","65 years and over","Accidents","Rate","175.5"
"Upper C.I for ASMR","2022","Male","Co. Tipperary","75 years and over","Accidents","Rate","296.99"
"Upper C.I for ASMR","2022","Male","Co. Tipperary","All ages","Accidents","Rate","62.65"
"Upper C.I for ASMR","2022","Male","Co. Waterford","0 - 64 years","Accidents","Rate","41.96"
"Upper C.I for ASMR","2022","Male","Co. Waterford","0 - 74 years","Accidents","Rate","39.47"
"Upper C.I for ASMR","2022","Male","Co. Waterford","65 years and over","Accidents","Rate","108.76"
"Upper C.I for ASMR","2022","Male","Co. Waterford","75 years and over","Accidents","Rate","211.17"
"Upper C.I for ASMR","2022","Male","Co. Waterford","All ages","Accidents","Rate","48.32"
"Upper C.I for ASMR","2022","Male","Co. Wicklow","0 - 64 years","Accidents","Rate","20.18"
"Upper C.I for ASMR","2022","Male","Co. Wicklow","0 - 74 years","Accidents","Rate","27.48"
"Upper C.I for ASMR","2022","Male","Co. Wicklow","65 years and over","Accidents","Rate","203.99"
"Upper C.I for ASMR","2022","Male","Co. Wicklow","75 years and over","Accidents","Rate","355.65"
"Upper C.I for ASMR","2022","Male","Co. Wicklow","All ages","Accidents","Rate","50.66"
"Upper C.I for ASMR","2022","Male","Co. Westmeath","0 - 64 years","Accidents","Rate","41.05"
"Upper C.I for ASMR","2022","Male","Co. Westmeath","0 - 74 years","Accidents","Rate","43.42"
"Upper C.I for ASMR","2022","Male","Co. Westmeath","65 years and over","Accidents","Rate","278.59"
"Upper C.I for ASMR","2022","Male","Co. Westmeath","75 years and over","Accidents","Rate","539.72"
"Upper C.I for ASMR","2022","Male","Co. Westmeath","All ages","Accidents","Rate","77.82"
"Upper C.I for ASMR","2022","Male","Co. Wexford","0 - 64 years","Accidents","Rate","31.91"
"Upper C.I for ASMR","2022","Male","Co. Wexford","0 - 74 years","Accidents","Rate","30.2"
"Upper C.I for ASMR","2022","Male","Co. Wexford","65 years and over","Accidents","Rate","191"
"Upper C.I for ASMR","2022","Male","Co. Wexford","75 years and over","Accidents","Rate","395.49"
"Upper C.I for ASMR","2022","Male","Co. Wexford","All ages","Accidents","Rate","56.29"
"Upper C.I for ASMR","2022","Female","Ireland","0 - 64 years","Accidents","Rate","8.04"
"Upper C.I for ASMR","2022","Female","Ireland","0 - 74 years","Accidents","Rate","10.41"
"Upper C.I for ASMR","2022","Female","Ireland","65 years and over","Accidents","Rate","80.3"
"Upper C.I for ASMR","2022","Female","Ireland","75 years and over","Accidents","Rate","141.52"
"Upper C.I for ASMR","2022","Female","Ireland","All ages","Accidents","Rate","21.46"
"Upper C.I for ASMR","2022","Female","Co. Clare","0 - 64 years","Accidents","Rate","5.62"
"Upper C.I for ASMR","2022","Female","Co. Clare","0 - 74 years","Accidents","Rate","14.81"
"Upper C.I for ASMR","2022","Female","Co. Clare","65 years and over","Accidents","Rate","197.83"
"Upper C.I for ASMR","2022","Female","Co. Clare","75 years and over","Accidents","Rate","354.39"
"Upper C.I for ASMR","2022","Female","Co. Clare","All ages","Accidents","Rate","40.44"
"Upper C.I for ASMR","2022","Female","Co. Cork","0 - 64 years","Accidents","Rate","15.03"
"Upper C.I for ASMR","2022","Female","Co. Cork","0 - 74 years","Accidents","Rate","17.14"
"Upper C.I for ASMR","2022","Female","Co. Cork","65 years and over","Accidents","Rate","89.93"
"Upper C.I for ASMR","2022","Female","Co. Cork","75 years and over","Accidents","Rate","156.87"
"Upper C.I for ASMR","2022","Female","Co. Cork","All ages","Accidents","Rate","27.38"
"Upper C.I for ASMR","2022","Female","Co. Cavan","0 - 64 years","Accidents","Rate","0"
"Upper C.I for ASMR","2022","Female","Co. Cavan","0 - 74 years","Accidents","Rate","0"
"Upper C.I for ASMR","2022","Female","Co. Cavan","65 years and over","Accidents","Rate","132.52"
"Upper C.I for ASMR","2022","Female","Co. Cavan","75 years and over","Accidents","Rate","287.13"
"Upper C.I for ASMR","2022","Female","Co. Cavan","All ages","Accidents","Rate","25.84"
"Upper C.I for ASMR","2022","Female","Co. Carlow","0 - 64 years","Accidents","Rate","12.76"
"Upper C.I for ASMR","2022","Female","Co. Carlow","0 - 74 years","Accidents","Rate","18.86"
"Upper C.I for ASMR","2022","Female","Co. Carlow","65 years and over","Accidents","Rate","200.02"
"Upper C.I for ASMR","2022","Female","Co. Carlow","75 years and over","Accidents","Rate","375.17"
"Upper C.I for ASMR","2022","Female","Co. Carlow","All ages","Accidents","Rate","43.7"
"Upper C.I for ASMR","2022","Female","Co. Donegal","0 - 64 years","Accidents","Rate","8.83"
"Upper C.I for ASMR","2022","Female","Co. Donegal","0 - 74 years","Accidents","Rate","10.09"
"Upper C.I for ASMR","2022","Female","Co. Donegal","65 years and over","Accidents","Rate","98.38"
"Upper C.I for ASMR","2022","Female","Co. Donegal","75 years and over","Accidents","Rate","193.89"
"Upper C.I for ASMR","2022","Female","Co. Donegal","All ages","Accidents","Rate","23.4"
"Upper C.I for ASMR","2022","Female","Co. Dublin","0 - 64 years","Accidents","Rate","9.51"
"Upper C.I for ASMR","2022","Female","Co. Dublin","0 - 74 years","Accidents","Rate","10.03"
"Upper C.I for ASMR","2022","Female","Co. Dublin","65 years and over","Accidents","Rate","69.9"
"Upper C.I for ASMR","2022","Female","Co. Dublin","75 years and over","Accidents","Rate","135.8"
"Upper C.I for ASMR","2022","Female","Co. Dublin","All ages","Accidents","Rate","20.05"
"Upper C.I for ASMR","2022","Female","Co. Galway","0 - 64 years","Accidents","Rate","10.28"
"Upper C.I for ASMR","2022","Female","Co. Galway","0 - 74 years","Accidents","Rate","15.96"
"Upper C.I for ASMR","2022","Female","Co. Galway","65 years and over","Accidents","Rate","126.11"
"Upper C.I for ASMR","2022","Female","Co. Galway","75 years and over","Accidents","Rate","210.68"
"Upper C.I for ASMR","2022","Female","Co. Galway","All ages","Accidents","Rate","30.03"
"Upper C.I for ASMR","2022","Female","Co. Kildare","0 - 64 years","Accidents","Rate","13.75"
"Upper C.I for ASMR","2022","Female","Co. Kildare","0 - 74 years","Accidents","Rate","13.81"
"Upper C.I for ASMR","2022","Female","Co. Kildare","65 years and over","Accidents","Rate","81.06"
"Upper C.I for ASMR","2022","Female","Co. Kildare","75 years and over","Accidents","Rate","160.54"
"Upper C.I for ASMR","2022","Female","Co. Kildare","All ages","Accidents","Rate","23.65"
"Upper C.I for ASMR","2022","Female","Co. Kilkenny","0 - 64 years","Accidents","Rate","9.83"
"Upper C.I for ASMR","2022","Female","Co. Kilkenny","0 - 74 years","Accidents","Rate","8.7"
"Upper C.I for ASMR","2022","Female","Co. Kilkenny","65 years and over","Accidents","Rate","106.1"
"Upper C.I for ASMR","2022","Female","Co. Kilkenny","75 years and over","Accidents","Rate","229.88"
"Upper C.I for ASMR","2022","Female","Co. Kilkenny","All ages","Accidents","Rate","25.04"
"Upper C.I for ASMR","2022","Female","Co. Kerry","0 - 64 years","Accidents","Rate","12.42"
"Upper C.I for ASMR","2022","Female","Co. Kerry","0 - 74 years","Accidents","Rate","22.66"
"Upper C.I for ASMR","2022","Female","Co. Kerry","65 years and over","Accidents","Rate","214.16"
"Upper C.I for ASMR","2022","Female","Co. Kerry","75 years and over","Accidents","Rate","360.44"
"Upper C.I for ASMR","2022","Female","Co. Kerry","All ages","Accidents","Rate","47.76"
"Upper C.I for ASMR","2022","Female","Co. Longford","0 - 64 years","Accidents","Rate","0"
"Upper C.I for ASMR","2022","Female","Co. Longford","0 - 74 years","Accidents","Rate","0"
"Upper C.I for ASMR","2022","Female","Co. Longford","65 years and over","Accidents","Rate","78.24"
"Upper C.I for ASMR","2022","Female","Co. Longford","75 years and over","Accidents","Rate","169.53"
"Upper C.I for ASMR","2022","Female","Co. Longford","All ages","Accidents","Rate","15.26"
"Upper C.I for ASMR","2022","Female","Co. Louth","0 - 64 years","Accidents","Rate","11.94"
"Upper C.I for ASMR","2022","Female","Co. Louth","0 - 74 years","Accidents","Rate","13.85"
"Upper C.I for ASMR","2022","Female","Co. Louth","65 years and over","Accidents","Rate","150.6"
"Upper C.I for ASMR","2022","Female","Co. Louth","75 years and over","Accidents","Rate","299.71"
"Upper C.I for ASMR","2022","Female","Co. Louth","All ages","Accidents","Rate","35.18"
"Upper C.I for ASMR","2022","Female","Co. Limerick","0 - 64 years","Accidents","Rate","12.57"
"Upper C.I for ASMR","2022","Female","Co. Limerick","0 - 74 years","Accidents","Rate","19.08"
"Upper C.I for ASMR","2022","Female","Co. Limerick","65 years and over","Accidents","Rate","177.75"
"Upper C.I for ASMR","2022","Female","Co. Limerick","75 years and over","Accidents","Rate","314.32"
"Upper C.I for ASMR","2022","Female","Co. Limerick","All ages","Accidents","Rate","41.21"
"Upper C.I for ASMR","2022","Female","Co. Leitrim","0 - 64 years","Accidents","Rate","0"
"Upper C.I for ASMR","2022","Female","Co. Leitrim","0 - 74 years","Accidents","Rate","19.36"
"Upper C.I for ASMR","2022","Female","Co. Leitrim","65 years and over","Accidents","Rate","235.36"
"Upper C.I for ASMR","2022","Female","Co. Leitrim","75 years and over","Accidents","Rate","407.99"
"Upper C.I for ASMR","2022","Female","Co. Leitrim","All ages","Accidents","Rate","45.9"
"Upper C.I for ASMR","2022","Female","Co. Laois","0 - 64 years","Accidents","Rate","13.26"
"Upper C.I for ASMR","2022","Female","Co. Laois","0 - 74 years","Accidents","Rate","11.73"
"Upper C.I for ASMR","2022","Female","Co. Laois","65 years and over","Accidents","Rate","98.38"
"Upper C.I for ASMR","2022","Female","Co. Laois","75 years and over","Accidents","Rate","213.16"
"Upper C.I for ASMR","2022","Female","Co. Laois","All ages","Accidents","Rate","25.38"
"Upper C.I for ASMR","2022","Female","Co. Meath","0 - 64 years","Accidents","Rate","2.64"
"Upper C.I for ASMR","2022","Female","Co. Meath","0 - 74 years","Accidents","Rate","7.81"
"Upper C.I for ASMR","2022","Female","Co. Meath","65 years and over","Accidents","Rate","65.24"
"Upper C.I for ASMR","2022","Female","Co. Meath","75 years and over","Accidents","Rate","99.74"
"Upper C.I for ASMR","2022","Female","Co. Meath","All ages","Accidents","Rate","13.61"
"Upper C.I for ASMR","2022","Female","Co. Monaghan","0 - 64 years","Accidents","Rate","18.66"
"Upper C.I for ASMR","2022","Female","Co. Monaghan","0 - 74 years","Accidents","Rate","22.75"
"Upper C.I for ASMR","2022","Female","Co. Monaghan","65 years and over","Accidents","Rate","141.46"
"Upper C.I for ASMR","2022","Female","Co. Monaghan","75 years and over","Accidents","Rate","249.17"
"Upper C.I for ASMR","2022","Female","Co. Monaghan","All ages","Accidents","Rate","36.43"
"Upper C.I for ASMR","2022","Female","Co. Mayo","0 - 64 years","Accidents","Rate","12.24"
"Upper C.I for ASMR","2022","Female","Co. Mayo","0 - 74 years","Accidents","Rate","15.1"
"Upper C.I for ASMR","2022","Female","Co. Mayo","65 years and over","Accidents","Rate","114.2"
"Upper C.I for ASMR","2022","Female","Co. Mayo","75 years and over","Accidents","Rate","207.83"
"Upper C.I for ASMR","2022","Female","Co. Mayo","All ages","Accidents","Rate","28.35"
"Upper C.I for ASMR","2022","Female","Co. Offaly","0 - 64 years","Accidents","Rate","19.1"
"Upper C.I for ASMR","2022","Female","Co. Offaly","0 - 74 years","Accidents","Rate","26.41"
"Upper C.I for ASMR","2022","Female","Co. Offaly","65 years and over","Accidents","Rate","161.47"
"Upper C.I for ASMR","2022","Female","Co. Offaly","75 years and over","Accidents","Rate","262.02"
"Upper C.I for ASMR","2022","Female","Co. Offaly","All ages","Accidents","Rate","40.91"
"Upper C.I for ASMR","2022","Female","Co. Roscommon","0 - 64 years","Accidents","Rate","16.75"
"Upper C.I for ASMR","2022","Female","Co. Roscommon","0 - 74 years","Accidents","Rate","14.82"
"Upper C.I for ASMR","2022","Female","Co. Roscommon","65 years and over","Accidents","Rate","48.65"
"Upper C.I for ASMR","2022","Female","Co. Roscommon","75 years and over","Accidents","Rate","105.41"
"Upper C.I for ASMR","2022","Female","Co. Roscommon","All ages","Accidents","Rate","18.9"
"Upper C.I for ASMR","2022","Female","Co. Sligo","0 - 64 years","Accidents","Rate","16.62"
"Upper C.I for ASMR","2022","Female","Co. Sligo","0 - 74 years","Accidents","Rate","29.66"
"Upper C.I for ASMR","2022","Female","Co. Sligo","65 years and over","Accidents","Rate","233.31"
"Upper C.I for ASMR","2022","Female","Co. Sligo","75 years and over","Accidents","Rate","374.76"
"Upper C.I for ASMR","2022","Female","Co. Sligo","All ages","Accidents","Rate","52.71"
"Upper C.I for ASMR","2022","Female","Co. Tipperary","0 - 64 years","Accidents","Rate","22.67"
"Upper C.I for ASMR","2022","Female","Co. Tipperary","0 - 74 years","Accidents","Rate","25.45"
"Upper C.I for ASMR","2022","Female","Co. Tipperary","65 years and over","Accidents","Rate","60.6"
"Upper C.I for ASMR","2022","Female","Co. Tipperary","75 years and over","Accidents","Rate","67.48"
"Upper C.I for ASMR","2022","Female","Co. Tipperary","All ages","Accidents","Rate","26.41"
"Upper C.I for ASMR","2022","Female","Co. Waterford","0 - 64 years","Accidents","Rate","13.4"
"Upper C.I for ASMR","2022","Female","Co. Waterford","0 - 74 years","Accidents","Rate","23.4"
"Upper C.I for ASMR","2022","Female","Co. Waterford","65 years and over","Accidents","Rate","197.93"
"Upper C.I for ASMR","2022","Female","Co. Waterford","75 years and over","Accidents","Rate","326.81"
"Upper C.I for ASMR","2022","Female","Co. Waterford","All ages","Accidents","Rate","44.82"
"Upper C.I for ASMR","2022","Female","Co. Wicklow","0 - 64 years","Accidents","Rate","15.93"
"Upper C.I for ASMR","2022","Female","Co. Wicklow","0 - 74 years","Accidents","Rate","16.59"
"Upper C.I for ASMR","2022","Female","Co. Wicklow","65 years and over","Accidents","Rate","99.35"
"Upper C.I for ASMR","2022","Female","Co. Wicklow","75 years and over","Accidents","Rate","191.93"
"Upper C.I for ASMR","2022","Female","Co. Wicklow","All ages","Accidents","Rate","28.08"
"Upper C.I for ASMR","2022","Female","Co. Westmeath","0 - 64 years","Accidents","Rate","11.34"
"Upper C.I for ASMR","2022","Female","Co. Westmeath","0 - 74 years","Accidents","Rate","18.8"
"Upper C.I for ASMR","2022","Female","Co. Westmeath","65 years and over","Accidents","Rate","103.89"
"Upper C.I for ASMR","2022","Female","Co. Westmeath","75 years and over","Accidents","Rate","143.99"
"Upper C.I for ASMR","2022","Female","Co. Westmeath","All ages","Accidents","Rate","25.4"
"Upper C.I for ASMR","2022","Female","Co. Wexford","0 - 64 years","Accidents","Rate","17.97"
"Upper C.I for ASMR","2022","Female","Co. Wexford","0 - 74 years","Accidents","Rate","18.1"
"Upper C.I for ASMR","2022","Female","Co. Wexford","65 years and over","Accidents","Rate","139.61"
"Upper C.I for ASMR","2022","Female","Co. Wexford","75 years and over","Accidents","Rate","282.39"
"Upper C.I for ASMR","2022","Female","Co. Wexford","All ages","Accidents","Rate","37.29"
"Upper C.I for ASMR","2023","Both sexes","Ireland","0 - 64 years","Accidents","Rate","11.36"
"Upper C.I for ASMR","2023","Both sexes","Ireland","0 - 74 years","Accidents","Rate","13.32"
"Upper C.I for ASMR","2023","Both sexes","Ireland","65 years and over","Accidents","Rate","79.18"
"Upper C.I for ASMR","2023","Both sexes","Ireland","75 years and over","Accidents","Rate","138.93"
"Upper C.I for ASMR","2023","Both sexes","Ireland","All ages","Accidents","Rate","24.03"
"Upper C.I for ASMR","2023","Both sexes","Co. Clare","0 - 64 years","Accidents","Rate","16.72"
"Upper C.I for ASMR","2023","Both sexes","Co. Clare","0 - 74 years","Accidents","Rate","18.4"
"Upper C.I for ASMR","2023","Both sexes","Co. Clare","65 years and over","Accidents","Rate","99.15"
"Upper C.I for ASMR","2023","Both sexes","Co. Clare","75 years and over","Accidents","Rate","179.73"
"Upper C.I for ASMR","2023","Both sexes","Co. Clare","All ages","Accidents","Rate","29.42"
"Upper C.I for ASMR","2023","Both sexes","Co. Cork","0 - 64 years","Accidents","Rate","18.08"
"Upper C.I for ASMR","2023","Both sexes","Co. Cork","0 - 74 years","Accidents","Rate","21.19"
"Upper C.I for ASMR","2023","Both sexes","Co. Cork","65 years and over","Accidents","Rate","103.16"
"Upper C.I for ASMR","2023","Both sexes","Co. Cork","75 years and over","Accidents","Rate","171.8"
"Upper C.I for ASMR","2023","Both sexes","Co. Cork","All ages","Accidents","Rate","32.82"
"Upper C.I for ASMR","2023","Both sexes","Co. Cavan","0 - 64 years","Accidents","Rate","25.29"
"Upper C.I for ASMR","2023","Both sexes","Co. Cavan","0 - 74 years","Accidents","Rate","22.37"
"Upper C.I for ASMR","2023","Both sexes","Co. Cavan","65 years and over","Accidents","Rate","118.83"
